id,quelle,betreiber,ladeeinr_art,plz_ort,adresse,ladeart,bemerkungen,anschlussltg_kw,steckertyp_1,p1_kw,steckertyp_2,p2_kw,steckertyp_3,p3_kw,steckertyp_4,p4_kw,inbetrieb_am,x_wert,y_wert
603,bnetza,Allego GmbH,Normalladeeinrichtung,10555 Berlin,Alt-Moabit 72,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-12T00:00:00,386865.73393280373,5820642.5630564354
604,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10557 Berlin,Alt-Moabit 5,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-13T00:00:00,388906.47751580417,5820495.1317072958
605,bnetza,Allego GmbH,Normalladeeinrichtung,10557 Berlin,Clara-Jaschke-Str. 88,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-01-10T00:00:00,389157.79608455405,5820512.1373206992
606,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10557 Berlin,Flensburger Straße 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-13T00:00:00,387753.786206497,5820197.7070036819
607,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10557 Berlin,Friedrich-List-Ufer ,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-17T00:00:00,389462.57342774834,5820786.6696632989
608,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,10559 Berlin,Quitzowstr. 23,"","",44,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"","","","",2019-11-01T00:00:00,388298.53339437215,5821890.8227028092
609,bnetza,Allego GmbH,Normalladeeinrichtung,10585 Berlin,Krumme Str. 85,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-10-04T00:00:00,385307.29086688033,5819548.6466435194
610,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10585 Berlin,Krumme Straße 73,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-06-12T00:00:00,385263.26262138493,5819341.3595798975
611,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10585 Berlin,Otto-Suhr-Allee 84,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,385283.48202055664,5819845.2118756929
612,bnetza,Allego GmbH,Normalladeeinrichtung,10587 Berlin,Charlottenburger Ufer 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-05T00:00:00,384678.33663127571,5820369.9829652878
613,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10587 Berlin,Marchstraße 9,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,386184.51756855426,5819493.5774780288
614,bnetza,Allego GmbH,Normalladeeinrichtung,10587 Berlin,Wilmersdorfer Str. 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-05T00:00:00,384949.94199107378,5819917.0220072819
615,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10589 Berlin,Kaiserin-Augusta-Allee 31,"","",22,AC Steckdose Typ 2,22,"","","","","","",2011-10-18T00:00:00,385640.54175245954,5820870.2166833086
616,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,10589 Berlin,Lise-Meitner-Str. 6,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-08-05T00:00:00,385118.36035404564,5821007.5211061053
617,bnetza,Comfortcharge GmbH,Schnellladeeinrichtung,10589 Berlin,Lise-Meitner-Straße 10,"","",150,DC Kupplung Combo,150,DC Kupplung Combo,100,AC Steckdose Typ 2,22,"","",2019-07-15T00:00:00,385193.08557749586,5821186.9345076978
618,bnetza,Allego GmbH,Normalladeeinrichtung,10589 Berlin,Osnabrücker Str. 26,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-07T00:00:00,384744.36153585551,5820885.2209266406
619,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10623 Berlin,Fasanenstr. 12,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2014-11-20T00:00:00,386497.35288351105,5818546.6709284913
620,bnetza,Allego GmbH,Normalladeeinrichtung,10623 Berlin,Fasanenstrstr. 88,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,386687.34757801139,5819133.8368030125
621,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10623 Berlin,Savignyplatz (Nord) 6,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-02-16T00:00:00,386138.7641549689,5818702.1027276842
622,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10623 Berlin,Savignyplatz (Süd) 2,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,386166.08572649211,5818589.1862253817
623,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10623 Berlin,Straße des 17. Juni 115,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,386659.46547872195,5819410.6783986278
624,bnetza,Allego GmbH,Normalladeeinrichtung,10625 Berlin,Schillerstr. 29,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-05T00:00:00,385301.56776638213,5819144.7192954905
625,bnetza,Allego GmbH,Normalladeeinrichtung,10625 Berlin,Schlüterstr. 62,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-07T00:00:00,385817.67094243743,5818635.795926583
626,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10627 Berlin,Kantstraße 111 a,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-06-12T00:00:00,385047.61603674834,5818759.0731137265
627,bnetza,Allego GmbH,Normalladeeinrichtung,10627 Berlin,Pestalozzistr. 44,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,384736.8229770062,5818905.622079676
628,bnetza,Allego GmbH,Normalladeeinrichtung,10627 Berlin,Suarezstr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-23T00:00:00,384423.901674853,5819180.9256161563
629,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10627 Berlin,Windscheid Str. 20,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-06-12T00:00:00,384615.80197103921,5818567.8035958493
630,bnetza,Allego GmbH,Normalladeeinrichtung,10629 Berlin,Dahlmannstr. 1a,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-25T00:00:00,384863.96324821864,5818387.25470644
631,bnetza,Allego GmbH,Normalladeeinrichtung,10629 Berlin,Leibnitzstr. 59,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-18T00:00:00,385508.91772902641,5818295.9161731163
632,bnetza,Allego GmbH,Normalladeeinrichtung,10629 Berlin,Waitzstr.7,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-20T00:00:00,384985.41691508086,5818189.1042642379
633,bnetza,Allego GmbH,Normalladeeinrichtung,10707 Berlin,Düsseldorfer Str. 51,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-03T00:00:00,385537.66442950128,5817622.2198645324
634,bnetza,Allego GmbH,Normalladeeinrichtung,10707 Berlin,Düsseldorfer Str. 51,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-03T00:00:00,385537.66442950128,5817622.2198645324
635,bnetza,Allego GmbH,Normalladeeinrichtung,10707 Berlin,Fehrbelliner Platz 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-17T00:00:00,385534.60764864791,5816950.2687618965
636,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10707 Berlin,Pommersche Straße 9,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,385609.59805421857,5817235.510408083
637,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10707 Berlin,Schlüterstraße 46,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,385745.74799188832,5818081.8491912577
638,bnetza,Allego GmbH,Normalladeeinrichtung,10707 Berlin,Wittelsbacher Str. 19,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-13T00:00:00,385194.301166733,5817481.3566692472
639,bnetza,Allego GmbH,Normalladeeinrichtung,10709 Berlin,Lehniner Platz /Kurfürstendamm vor 90,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-15T00:00:00,384722.96003404178,5817921.2965992251
640,bnetza,Allego GmbH,Normalladeeinrichtung,10709 Berlin,Westfälische Str. 81,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-03-15T00:00:00,384955.84159097017,5817255.92836759
641,bnetza,Allego GmbH,Normalladeeinrichtung,10709 Berlin,Westfälische Str. 81,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-03-15T00:00:00,384955.84159097017,5817255.92836759
642,bnetza,Allego GmbH,Normalladeeinrichtung,10711 Berlin,Bornstedter Str. ggü. 20,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-23T00:00:00,383777.14862732764,5817685.0150323641
643,bnetza,Allego GmbH,Normalladeeinrichtung,10713 Berlin,Aachener Str. 5,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-07T00:00:00,385834.64798962639,5815903.1383069735
644,bnetza,Allego GmbH,Normalladeeinrichtung,10713 Berlin,Rudolstädter Str. 123,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,384763.23267833522,5816649.9647691846
645,bnetza,Allego GmbH,Normalladeeinrichtung,10715 Berlin,Detmolder Str. 11A,"","",11,AC Steckdose Typ 2,11,"","","","","","",2018-03-27T00:00:00,386170.50308991264,5815617.2436971832
646,bnetza,Allego GmbH,Normalladeeinrichtung,10715 Berlin,Detmolder Str. 11A,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-03-27T00:00:00,386170.50308991264,5815617.2436971832
647,bnetza,Allego GmbH,Normalladeeinrichtung,10715 Berlin,Durlacher Str. 35,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-13T00:00:00,386564.52100619563,5815884.8665511291
648,bnetza,Allego GmbH,Normalladeeinrichtung,10715 Berlin,Mainzer Str. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-02-08T00:00:00,386173.77234528278,5815743.4701546375
649,bnetza,Allego GmbH,Normalladeeinrichtung,10715 Berlin,Mainzer Str. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-02-08T00:00:00,386173.77234528278,5815743.4701546375
650,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10717 Berlin,Güntzelstr.56/Ecke Bundesallee 14,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,386653.67853066255,5816955.4265732784
651,bnetza,Allego GmbH,Normalladeeinrichtung,10717 Berlin,Holsteinische Str. 19,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-06-06T00:00:00,386275.58320205606,5816992.6703308308
652,bnetza,Allego GmbH,Normalladeeinrichtung,10717 Berlin,Trautenaustr. Ggü. 21,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-05T00:00:00,386632.48317369312,5817210.8579222513
653,bnetza,Allego GmbH,Normalladeeinrichtung,10719 Berlin,Ludwigkirchstr. ggü. 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,386241.56216883217,5817736.4751993837
654,bnetza,Allego GmbH,Normalladeeinrichtung,10719 Berlin,Meinekestr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-06-14T00:00:00,386583.77437487693,5818287.6135872491
655,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10719 Berlin,Schaperstraße 17,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,386575.87441225571,5817899.3189686751
656,bnetza,Allego GmbH,Normalladeeinrichtung,10719 Berlin,Uhlandstr. 61,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-20T00:00:00,386192.96788315463,5817363.4802017137
657,bnetza,Allego GmbH,Normalladeeinrichtung,10777 Berlin,Eisenacher Str. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-04T00:00:00,387971.27447887434,5817947.1220826618
658,bnetza,Allego GmbH,Normalladeeinrichtung,10777 Berlin,Fuggerstr. 34,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-06-22T00:00:00,387468.13004130434,5817858.831908782
659,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10777 Berlin,Motzstraße 43,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-09-28T00:00:00,387639.95942403213,5817580.810036472
660,bnetza,Allego GmbH,Normalladeeinrichtung,10781 Berlin,Eisenacher Str. 32,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-02-22T00:00:00,387919.5959381588,5817011.5613879636
661,bnetza,Allego GmbH,Normalladeeinrichtung,10781 Berlin,Eisenacher Str. 32,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-02-22T00:00:00,387919.5959381588,5817011.5613879636
662,bnetza,Allego GmbH,Normalladeeinrichtung,10781 Berlin,Eisenachstr. 102,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-05T00:00:00,387973.65737355204,5817356.0676554516
663,bnetza,Allego GmbH,Normalladeeinrichtung,10781 Berlin,Pallasstr. 2,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-03-14T00:00:00,388679.86675661709,5817304.7039522985
664,bnetza,Allego GmbH,Normalladeeinrichtung,10783 Berlin,Frobenstr. Ggü. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-03-04T00:00:00,388640.91603828856,5817766.613003836
665,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Am Karlsbad 11,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-05-25T00:00:00,389457.28632178006,5818317.2048254134
666,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10785 Berlin,Bellevuestr. 3,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-17T00:00:00,389641.48746323294,5819054.7162940828
667,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Einemstr. 25,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-01-10T00:00:00,388198.64968958637,5818343.4222680768
668,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Inge-Beisheim-Platz 1,"","",11,AC Steckdose Typ 2,11,"","","","","","",2016-09-01T00:00:00,389840.01295738842,5819163.5285518141
669,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Inge-Beisheim-Platz 1,"","",11,AC Steckdose Typ 2,11,"","","","","","",2016-09-01T00:00:00,389840.01295738842,5819163.5285518141
670,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Inge-Beisheim-Platz 1,"","",11,AC Steckdose Typ 2,11,"","","","","","",2016-09-01T00:00:00,389840.01295738842,5819163.5285518141
671,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Kurfürstenstr. 164,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-12T00:00:00,389085.99633940856,5817822.73086222
672,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10785 Berlin,Lützowplatz 11,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-07-15T00:00:00,388217.40019239963,5818382.49834191
673,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Lützowstr. 113,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-12T00:00:00,389416.4939438802,5818104.3613125766
674,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Lützowstr. 113,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-12T00:00:00,389416.4939438802,5818104.3613125766
675,bnetza,Allego GmbH,Normalladeeinrichtung,10785 Berlin,Potsdamer Platz 2,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-05-15T00:00:00,389766.7591151502,5819003.7129712328
676,bnetza,Allego GmbH,Normalladeeinrichtung,10787 Berlin,Budapester Str. 11,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-21T00:00:00,387747.2899961425,5818675.7818200476
677,bnetza,Allego GmbH,Normalladeeinrichtung,10787 Berlin,Budapester Str. 11,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-21T00:00:00,387747.2899961425,5818675.7818200476
678,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10787 Berlin,Burggrafenstraße 6,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-05-23T00:00:00,387573.3661429924,5818505.84041485
679,bnetza,Allego GmbH,Normalladeeinrichtung,10787 Berlin,Keithstr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-06-02T00:00:00,387710.8689707329,5818108.6492199413
680,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10787 Berlin,Stülerstraße 11,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-13T00:00:00,387958.27188294911,5818804.0421389285
681,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10789 Berlin,Augsburger Str. 25,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,387003.2893702056,5818130.8108715313
682,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10789 Berlin,Bayreuther Str. 36,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2018-11-08T00:00:00,387573.18502280966,5818077.6432825085
683,bnetza,Allego GmbH,Normalladeeinrichtung,10823 Berlin,Apostel-Paulus-Str. 5,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-10-19T00:00:00,387937.15421873017,5816638.6001003766
684,bnetza,Allego GmbH,Normalladeeinrichtung,10825 Berlin,Badensche Str. 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-10-28T00:00:00,387135.533582106,5816373.6712174956
685,bnetza,Allego GmbH,Normalladeeinrichtung,10825 Berlin,Belziger Str. 19,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-23T00:00:00,388271.44831648632,5816520.02672953
686,bnetza,Allego GmbH,Normalladeeinrichtung,10825 Berlin,Berchtesgadener Str.13,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-03-10T00:00:00,387548.01441662095,5816699.0316924239
687,bnetza,Allego GmbH,Normalladeeinrichtung,10825 Berlin,Freiherr-vom-Stein-Straße 2,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-05-29T00:00:00,387421.07967189641,5816176.37538862
688,bnetza,Allego GmbH,Normalladeeinrichtung,10825 Berlin,Fritz-Elsas-Str. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-06-02T00:00:00,387710.94601872063,5815994.6883977186
689,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10825 Berlin,Grunewaldstraße 57,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-05-23T00:00:00,387346.00582806277,5816684.7516633607
690,bnetza,Allego GmbH,Normalladeeinrichtung,10827 Berlin,Großgörschenstr. Vor 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-05T00:00:00,388724.76011366246,5816939.5838408517
691,bnetza,Lidl Dienstleistung GmbH & Co. KG,Schnellladeeinrichtung,10827 Berlin,Haupstraße 122,"","",50,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2016-04-01T00:00:00,387951.18430948752,5815929.659675763
692,bnetza,Allego GmbH,Normalladeeinrichtung,10827 Berlin,Helmstr. 10,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-15T00:00:00,388644.20177868084,5816640.517912725
693,bnetza,inno2grid GmbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 15,"","",88,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,2016-06-01T00:00:00,388307.68761202419,5815716.1084261369
694,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388412.24825777835,5815784.7235352052
695,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388418.60183761525,5815789.2526439428
696,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388432.22462199227,5815799.7366662351
697,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388425.15064964734,5815805.3502051085
698,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388420.44071983616,5815810.3535806034
699,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388413.94291368575,5815817.4006392229
700,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388407.4371104266,5815821.1095560556
701,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388402.10805039061,5815822.7887049355
702,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388397.02024223836,5815823.1270364309
703,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388390.95645489951,5815822.3748059627
704,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388385.8707407614,5815819.819878892
705,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388382.72389159177,5815815.8854965148
706,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388376.22943700064,5815811.13708481
707,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388370.56412927917,5815801.0284744538
708,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388369.77071195282,5815793.0345324064
709,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388371.55516892188,5815784.8706370527
710,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388374.56237545446,5815779.6834126515
711,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388378.20605229313,5815775.5944823911
712,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388382.71985264169,5815770.9293632954
713,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388387.55337555037,5815768.3712503137
714,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388406.53704095964,5815805.439870799
715,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388401.6381721478,5815808.1107309284
716,bnetza,ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,10829 Berlin,EUREF-Campus 21/22,"","",11,AC Steckdose Typ 2,11,"","","","","","",2019-03-04T00:00:00,388395.74307999871,5815808.8012663666
